User ID,name,Gender,Age,EstimatedSalary,Purchased
10086,Vicki Davis,Female,41,110010,0
10087,Timothy Bennett,Male,55,35668,0
10088,Joseph Monroe,Male,39,71644,0
10089,Kevin Vega,Male,51,35050,0
10090,Patrick Tapia,Male,20,116914,1
10091,Sandra Avila,Female,59,127065,0
10092,James Vega,Female,33,149666,-1
10093,Cheryl Jones,Male,45,73058,1
10094,Christopher Bennett,Female,44,8200,0
10095,Julie Clark,Male,53,75020,1
10096,Emily Miller,Female,45,141917,0
10097,Craig Austin,Male,26,138221,0
10098,Jacqueline Brown,Male,51,90884,0
10099,Ashlee Chase,Female,57,27417,1
10100,Marvin Evans,Female,20,74308,0
10101,Peggy Howard,Male,56,77879,1
10102,Aaron Garza,Female,44,145368,1
10103,Christopher Miller,Female,35,144259,0
10104,Lisa Ayers,Female,27,118011,0
10105,Lauren Myers,Female,35,147412,1
10106,Patrick Horn,Female,49,62615,0
10107,Robin Jimenez,Female,53,27721,0
10108,Michael Martin,Female,48,30172,0
10109,Brandon Thompson,Female,43,34972,1
10110,Tracy Richards,Male,41,62004,0
10111,Joan Brown,Female,39,127583,0
10112,Danielle Davis,Female,45,137459,1
10113,Calvin Thompson,Female,23,142377,1
10114,David Weiss,Female,56,134779,1
10115,Thomas Macias,Female,59,149611,1
10116,David Lee,Female,34,63695,0
10117,Alec Garcia,Female,48,11507,0
10118,Phillip Davis,Male,31,92263,0
10119,Daniel Long,Male,55,19315,1
10120,Carla Foster,Male,22,118937,0
10121,Jennifer Gonzalez,Female,24,112933,1
10122,Katie Hill,Female,45,69493,0
10123,Mary Martinez MD,Female,51,40053,1
10124,Jessica Atkins,Female,41,38466,0
10125,Vanessa Montgomery,Male,56,109889,1
10126,Jason Moore,Female,43,137991,0
10127,Victoria Garcia,Female,27,29378,0
10128,Melanie Butler,Female,58,73893,1
10129,Linda Stanley,Female,48,62406,0
10130,Eric Robertson,Female,45,139678,1
10131,Jessica Taylor,Male,38,42011,1
10132,Nicholas Dean,Male,58,89731,0
10133,James West,Female,31,101183,-1
10134,Kimberly Glenn,Male,37,97601,0
10135,Denise Payne,Male,55,33273,1
10136,Steven Duncan,Female,31,80631,1
10137,Wayne Terrell,Male,32,52268,-1
10138,Tiffany Blake,Male,59,139653,0
10139,Lauren West,Male,41,122580,0
10140,Christopher Hancock,Male,28,75619,0
10141,Tristan Jones,Male,55,106440,0
10142,Donald Wise DDS,Male,49,45422,0
10143,Jamie Woodward,Male,49,84693,0
10144,Angela Camacho,Female,29,25015,1
10145,Melissa Guerrero,Male,55,93146,0
10146,Donald Berry,Male,44,13768,1
10147,Kelly White,Female,26,88966,0
10148,Curtis Barnett,Female,51,148056,1
10149,William Mccarthy,Male,36,65125,0
10150,Joseph Perez,Male,41,146742,1
10151,Mary Ball,Male,40,68041,0
10152,Brandon Baker,Female,42,57704,1
10153,Richard Hill,Female,37,47119,0
10154,Sherri Gordon,Male,38,39690,0
10155,Kaitlyn Horn,Male,49,130223,0
10156,Joshua Golden,Male,49,142496,1
10157,Kristie Mitchell,Female,34,91219,-1
10158,Ana Richardson,Male,35,81268,0
10159,Brooke Moore,Male,36,26122,0
10160,Alyssa Johnson,Female,46,106464,0
10161,Dominique Johnston,Male,31,125106,0
10162,Holly Watson,Female,35,110009,1
10163,Amanda Rodriguez,Male,20,144016,1
10164,James Silva,Male,54,59661,0
10165,Anita Jones,Male,52,104582,0
10166,Sarah Huber,Female,49,69433,1
10167,Jocelyn Simmons,Female,44,140867,0
10168,Travis Conley,Female,26,138592,1
10169,James Cooper,Female,38,13675,1
10170,Jason Flores,Male,54,135203,0
10171,Mr. Daniel Kaufman,Female,49,147423,0
10172,Jessica Reid,Female,23,56859,1
10173,Mr. James Quinn,Male,47,132434,1
10174,Kristie Durham,Female,28,63338,0
10175,Daniel Wood,Male,21,58614,0
10176,Deborah Taylor,Female,54,61322,1
10177,Alexandra Jones,Male,34,11316,0
10178,Kelsey Ray,Male,45,129503,0
10179,Tammy Vega,Male,24,64511,1
10180,Steve Sullivan,Male,32,64660,1
10181,Elaine Garner,Male,36,15966,0
10182,Troy Cruz,Female,53,60185,-1
10183,Jon Vega,Male,25,35418,1
10184,Herbert Blair,Female,29,70519,0
10185,Crystal Freeman,Female,29,121017,1
10186,Vickie Lopez,Female,24,26484,0
10187,Kevin Wells,Male,52,126316,1
10188,Lori Rojas,Male,24,147567,1
10189,Karen Gardner,Male,23,8373,1
10190,Richard Meyer,Female,32,62121,1
10191,Jodi Reid,Female,40,33158,0
10192,Kurt Waller,Female,38,28003,1
10193,Kristina Davis,Male,32,92442,0
10194,Teresa Cox,Male,51,81335,0
10195,Monica Young,Female,29,119720,0
10196,Austin Davis,Male,38,53008,0
10197,Henry Adams,Male,54,101641,1
10198,Jocelyn York,Female,31,42478,1
10199,Julie Ellis,Male,46,69209,0
10200,Steve Terry,Female,21,12227,1
10201,Randall Coleman,Male,24,17814,0
10202,Thomas Tanner,Female,31,144218,1
10203,Donald Parker,Male,31,63374,1
10204,Trevor Smith,Female,32,130570,0
10205,Brian Edwards,Female,58,88734,0
10206,James Whitehead,Female,21,41827,1
10207,Matthew Williams,Male,47,50871,0
10208,Mario Taylor,Male,45,59885,0
10209,Kimberly Landry,Male,39,51110,0
10210,Nicholas Hunt,Male,40,13337,0
10211,Troy Reyes,Male,51,9890,0
10212,Ashley Johnson,Female,58,51615,1
10213,Savannah Smith,Male,53,109302,0
10214,Stephanie Pruitt,Female,50,135477,-1
10215,Renee Walker,Male,45,67992,0
10216,Donald Spears,Male,26,121866,0
10217,Mr. David Jackson,Male,21,30517,1
10218,Diane Cooper,Female,55,127597,-1
10219,Timothy Gross,Female,26,11618,1
10220,Amy Turner,Male,38,8669,-1
10221,Kevin Williams,Male,23,130386,0
10222,Hailey Sellers,Male,20,59100,-1
10223,Michael Rosario,Female,28,132676,0
10224,Dr. Erica Miller,Male,49,105301,0
10225,Elizabeth Boyd,Female,22,54734,-1
10226,Lisa Bray,Male,58,25407,0
10227,Ricardo Morris,Male,25,20822,0
10228,Jessica Hall,Female,29,142725,1
10229,Raymond Little,Female,23,18624,1
10230,Heather Jones,Male,47,49064,0
10231,Francisco Martin,Male,28,149554,-1
10232,Melissa Dunn,Male,40,90882,0
10233,Michael Wells,Male,56,137816,0
10234,Guy Dillon,Male,51,41593,1
10235,Robert Dodson,Female,55,123700,-1
10236,Brett Mason,Male,23,97234,0
10237,Betty Porter,Female,41,20513,1
10238,Laura Miller,Male,32,42198,1
10239,Lisa Coleman,Female,48,21198,1
10240,Michelle Navarro,Female,43,137629,0
10241,Brett Lam,Female,33,120085,0
10242,Gina Mendez,Male,25,32857,0
10243,Shane Horton,Female,24,69322,1
10244,Alexandra Hill,Female,53,65374,0
10245,Kenneth Jones MD,Female,28,37907,0
10246,Christopher Diaz,Female,54,79648,0
10247,Ashley Knight,Male,30,111539,1
10248,Frank Fischer,Female,21,118086,0
10249,John Dickson,Male,32,118916,-1
10250,Barbara Ruiz,Male,39,110750,1
10251,Kyle Mitchell,Female,36,84163,0
10252,James Roberts,Female,28,119397,-1
10253,Anthony Mullen,Female,41,111086,1
10254,Joseph Jones,Female,45,38475,0
10255,Bradley Thompson,Female,55,74611,1
10256,Stephanie Elliott MD,Female,39,33581,0
10257,Pamela Lee,Female,20,64639,1
10258,Michael Alvarado,Female,39,80864,-1
10259,Dawn Thompson,Female,43,74949,0
10260,Edward Hernandez,Male,29,132478,0
10261,Gina Rodriguez,Female,25,74116,0
10262,Rodney Smith,Female,44,133557,1
10263,Kristi Sexton,Male,42,75620,0
10264,James Myers,Female,47,38569,0
10265,Tyrone Page,Male,56,20794,0
10266,Collin Dixon,Male,48,61620,1
10267,Shannon Graves,Female,50,68445,1
10268,Robert Ross,Female,30,9633,1
10269,Olivia Bell,Male,53,43467,-1
10270,Benjamin Morales,Male,40,71955,1
10271,Samantha Shaffer,Male,42,99383,0
10272,Matthew Lewis,Male,40,96137,1
10273,Patricia Salazar MD,Female,36,146931,0
10274,David Jones,Male,37,56165,0
10275,Katelyn Wilkinson,Male,43,117467,0
10276,Ruben Barrett,Female,31,97232,0
10277,Jennifer Steele,Female,20,125143,0
10278,Michael Walker,Female,36,63251,0
10279,Casey Black,Male,54,103445,0
10280,Mary Fisher,Male,28,65535,0
10281,Eric Gonzalez,Male,41,108213,0
10282,Michelle Alexander,Male,48,135374,0
10283,April Oliver,Male,34,134120,0
10284,Ashlee Green,Female,41,56918,0
10285,Patrick Garrett,Male,27,149405,0
10286,Kent Flowers,Male,53,128790,1
10287,Kayla Bowers,Female,48,110855,0
10288,Michael Crosby,Female,54,44290,0
10289,Alexander Harris,Female,55,50409,0
10290,Amanda Ross,Female,42,43542,1
10291,Mrs. Carol Kelly,Female,32,31656,0
10292,Jason Brooks,Male,25,53494,0
10293,Kristopher Russell,Male,34,105162,1
10294,Audrey Wilson DVM,Female,25,81968,1
10295,Anthony Grant,Male,21,148984,1
10296,Lisa Moreno,Female,42,15867,1
10297,Robert Ray II,Female,43,116251,1
10298,Eric Thomas,Male,34,52218,1
10299,Maria Benson,Female,40,75327,0
10300,Ms. Ashley Malone,Male,56,87249,0
10301,Scott Waller,Female,49,74321,0
10302,Erin Garcia,Female,34,29396,1
10303,Kristi Barnes,Male,36,30541,0
10304,Eric Sanders,Male,38,75257,0
10305,Jacob Mayer,Male,26,80953,0
10306,Riley Miller,Male,49,19156,0
10307,Nina Gonzales,Male,26,78577,1
10308,Terry Burke,Male,57,78969,0
10309,Kimberly Lloyd,Male,31,108416,1
10310,Andrea Dodson,Female,47,64947,1
10311,Mark Walker,Male,49,73097,0
10312,Joseph Munoz,Male,53,70763,1
10313,Kelsey Ward,Female,47,80326,1
10314,Teresa Haas,Male,37,55978,-1
10315,Stacey Sanders,Male,21,77200,0
10316,Ann Gutierrez,Female,41,28240,0
10317,Jeremy Watson,Female,28,94571,1
10318,William Norris,Male,26,48574,0
10319,Tiffany Yu,Male,58,54080,1
10320,Pamela Shaw,Male,37,64754,0
10321,Angela Burns,Female,59,84347,1
10322,Amy Alexander,Male,52,70507,1
10323,Daniel Rodriguez,Female,43,85245,0
10324,Ashley Collins,Male,34,60662,0
10325,Rachel Cantu,Female,33,62153,0
10326,Tina Carr,Male,30,117814,0
10327,Deborah Barnes,Male,28,112565,1
10328,Sheri Landry,Male,41,143378,1
10329,Jacob Manning,Female,29,141783,0
10330,Mark Berger,Male,24,138178,1
10331,Laura Bullock,Male,34,73537,1
10332,Joseph Jackson,Male,53,24204,1
10333,Cassidy Mccullough,Female,44,9836,-1
10334,Jesse Gonzalez,Female,33,79490,1
10335,Betty Bailey,Female,53,14591,0
10336,Pamela Rodgers,Male,46,42808,1
10337,Jared Simmons,Male,55,60654,0
10338,Todd Deleon,Female,31,70740,0
10339,Michael Ellison,Male,59,31465,-1
10340,Justin Romero,Female,22,10844,0
10341,Kelly White,Male,36,38463,1
10342,Melissa Morris,Female,26,60898,1
10343,Michael Blankenship,Male,31,51655,0
10344,Maria Rasmussen,Male,21,12705,0
10345,Linda Wright,Male,30,103909,0
10346,Amy Moore,Male,34,94570,0
10347,Savannah Brown,Female,33,32912,0
10348,Danny Brown,Male,36,36846,1
10349,Brittney Alvarez,Male,57,11456,0
10350,Jonathan Gutierrez,Female,50,18696,1
10351,Paul Fox,Male,20,29373,0
10352,Jesse Garcia,Male,22,112744,1
10353,Linda Faulkner,Female,28,26238,0
10354,Brandon Garrett,Male,53,99835,1
10355,Sheila Lopez,Female,43,63344,1
10356,Shawn Meyer,Male,42,74936,0
10357,Amanda Ayers,Female,20,110196,1
10358,Mark Miller,Male,32,145545,1
10359,Angel Aguilar,Male,22,28224,1
10360,Steven Hood,Male,20,115832,0
10361,Belinda Moreno,Male,31,19957,0
10362,Lisa Hayes,Female,26,100595,0
10363,Jennifer Russell,Male,22,92733,0
10364,Yolanda Hernandez,Male,43,116666,0
10365,Charles Wilson,Male,50,125889,1
10366,Sherry Hudson,Male,33,91338,-1
10367,Trevor Mcintyre,Female,53,122467,1
10368,Julia Smith,Female,35,54962,1
10369,Joel Sanders,Male,54,103440,1
10370,Tiffany Williamson,Female,23,135042,1
10371,Kathleen Cordova,Female,52,136712,1
10372,Linda Wright MD,Male,50,112818,0
10373,Sandra Hart,Male,48,52897,0
10374,Kimberly Haas,Female,35,130192,1
10375,Patrick Johnston,Female,38,51294,0
10376,Mr. Brett Miller,Female,38,95435,1
10377,Barry Sanchez,Female,23,23385,1
10378,Corey Cordova,Female,47,121391,0
10379,David Hayden,Female,26,41657,1
10380,Robert Thomas,Female,21,10591,0
10381,Nicole Oneal,Female,59,116454,1
10382,Melissa Morris,Female,56,132154,0
10383,Carl Sheppard,Male,21,110572,1
10384,Rachel James,Female,44,67787,0
10385,Jeff Torres,Male,30,41793,1
10386,David Price,Male,34,132168,1
10387,David Santos,Female,57,109281,0
10388,Jenny Morales,Male,29,60206,1
10389,Roberto Mclaughlin,Female,29,54449,0
10390,Carol Gonzales,Male,50,29120,0
10391,Kevin Neal,Female,44,147990,-1
10392,Tanya Porter,Male,43,95941,1
10393,Shannon Chavez,Female,49,34026,0
10394,Karen Orr,Female,50,20918,0
10395,Elizabeth Hughes,Male,26,34658,0
10396,Danielle Carroll,Female,24,26613,1
10397,Scott Smith,Male,46,46341,0
10398,Jose Harris,Female,37,39415,1
10399,William Huffman,Female,36,75902,0
10400,Marc Schneider,Female,35,17688,1
10401,Rebecca Garcia,Female,45,80958,1
10402,Michael Brown,Male,41,135827,0
10403,Matthew Oliver,Male,55,68742,1
10404,Christopher Smith,Female,43,41117,0
10405,Brianna Dillon DVM,Male,58,126502,0
10406,Martin Petty,Male,27,20211,1
10407,Deborah Sanchez,Female,31,37190,-1
10408,Nancy Meadows,Male,28,123289,1
10409,Michael Holland,Male,48,126550,0
10410,Derek Martinez,Female,33,129633,0
10411,Michelle Turner,Female,21,92964,0
10412,James Carrillo,Female,22,107623,1
10413,Brian Frey,Male,38,87952,0
10414,Laura Riley,Male,21,18543,1
10415,Mark Park,Female,43,102593,1
10416,Katie Castillo,Male,44,19638,1
10417,Dorothy Sherman,Male,27,11555,0
10418,Connie Norton,Female,58,148774,1
10419,Ashley Henderson,Male,51,136231,1
10420,Hannah Walton PhD,Female,35,10626,0
10421,Jamie Jackson,Male,32,39682,0
10422,Christopher Bird,Female,59,64167,1
10423,Karen Patterson,Male,58,135445,1
10424,Stephanie Reyes,Female,38,63564,1
10425,Carlos Miller,Female,26,45000,1
10426,Heidi Hall,Male,32,143780,1
10427,Jeremy Patterson,Female,38,44093,1
10428,Connor Liu,Female,45,15284,0
10429,Elizabeth Franklin,Male,41,134910,1
10430,Cory Robertson,Female,31,105996,0
10431,Kari Cameron,Male,54,96217,1
10432,Patrick Ray,Female,50,78492,1
10433,Tiffany Velasquez,Female,46,130207,0
10434,Janice James,Male,49,89421,0
10435,Ryan Howard,Male,36,111863,0
10436,Kevin Becker,Male,46,15015,0
10437,Stephanie Dodson,Male,41,65827,-1
10438,Lisa Davis,Male,57,21192,1
10439,Lauren Lopez,Male,47,134035,0
10440,Angel Love,Female,53,8427,0
10441,Jonathan Porter,Female,53,11594,0
10442,Elizabeth Hall,Female,56,128980,1
10443,John Snow,Male,32,32949,1
10444,Richard Randall,Female,41,127637,1
10445,Martin Wright,Female,54,101271,0
10446,Bethany Baker,Female,32,132384,0
10447,Cody Keller,Male,41,35097,0
10448,Cathy Evans,Male,26,54199,1
10449,Willie Alvarez,Male,42,148390,0
10450,Ricky Green,Female,52,19262,0
10451,Marie Vargas,Male,51,96878,1
10452,Steven Saunders,Female,28,34902,0
10453,Audrey Thompson,Female,56,30749,0
10454,Michelle Decker,Female,47,9026,0
10455,Richard Williamson,Male,20,144981,1
10456,Samantha Bishop,Female,42,8467,1
10457,Elizabeth Monroe,Male,25,135817,0
10458,Lauren Dunn,Female,51,110246,0
10459,Clifford Evans,Female,39,54904,1
10460,Gary Carrillo,Male,54,112497,-1
10461,Alan Jackson,Female,41,27554,-1
10462,Christopher Garcia,Male,54,46872,0
10463,Ethan Dorsey,Male,21,96803,-1
10464,Julie Glass,Male,50,101492,0
10465,Jason Higgins,Male,42,122398,1
10466,Teresa Hoffman,Female,50,19480,0
10467,Cassie Watkins,Female,31,9589,0
10468,Traci Finley,Male,51,61631,1
10469,James Wright,Female,45,19282,-1
10470,Debra Williams,Male,33,58817,0
10471,Shannon Robbins,Male,22,90855,1
10472,Heather Shepherd,Male,52,37555,1
10473,Nathan Garcia,Male,22,10892,1
10474,Andrew Hernandez DVM,Male,48,95204,1
10475,Colin Snyder,Female,27,111804,1
10476,Heather Gomez,Female,43,134962,-1
10477,Gary Rodriguez,Female,31,28516,0
10478,Patrick Moore,Male,51,137657,1
10479,Teresa Lewis,Male,54,89969,1
10480,Erica Kelley,Male,38,93930,0
10481,Robert Michael,Female,33,10584,1
10482,Lynn Rodriguez,Female,25,72284,0
10483,Emily Bernard,Female,51,82699,1
10484,Adrian Thompson,Male,49,111238,0
10485,Debra Pitts,Male,42,8845,0
10486,Tara Riddle,Male,29,129770,0
10487,Joseph Villarreal Jr.,Male,44,70002,0
10488,Brian Gardner,Female,57,12747,0
10489,Monica King,Female,34,67317,0
10490,Travis Trevino,Male,45,54568,0
10491,Allison Lyons,Male,42,17084,1
10492,Samuel Noble,Male,41,10284,0
10493,Tyler Torres,Male,55,121377,0
10494,Mr. Daniel Ruiz,Female,37,140981,-1
10495,Stefanie Poole,Female,36,57774,0
10496,Danielle Russell,Female,30,148633,1
10497,Jason Davies,Male,43,85014,0
10498,Ricky Smith,Female,43,44576,0
10499,Dustin Moore IV,Female,29,120524,1
10500,Angelica Garcia,Female,22,129144,1
10501,Kelsey Gutierrez,Female,56,30104,0
10502,Lisa Soto,Female,43,107753,1
10503,Brandon Long,Male,45,108805,1
10504,Heather Smith,Male,51,22713,1
10505,Dawn Cox,Male,36,84583,0
10506,Victoria Martin,Male,59,20155,1
10507,Barbara Miller,Male,24,65295,1
10508,Mr. Matthew Graham,Female,25,119714,0
10509,Daniel Morrison,Female,42,148124,0
10510,Yvonne Miller,Female,42,149142,-1
10511,John Barajas,Male,55,12962,1
10512,John Ayala,Male,53,115063,0
10513,Chris Byrd,Female,30,45931,0
10514,Justin Barnett,Female,49,88878,1
10515,Morgan Jordan,Male,49,72420,0
10516,Joan Robinson,Female,48,46367,0
10517,David Baker,Female,59,46638,0
10518,Michelle Pierce,Female,26,41701,0
10519,Sonya Miller,Male,50,54373,0
10520,Justin Mendoza,Female,39,46655,1
10521,Jay Patel,Male,38,49781,0
10522,David Morris,Female,58,123193,0
10523,Jennifer Blevins,Male,59,136179,1
10524,Sherri Miller,Male,46,16602,1
10525,Nicole Bradley,Female,31,128921,1
10526,Patricia Turner,Female,59,97644,1
10527,Mary Whitaker,Male,30,127017,1
10528,Laura Paul,Female,30,113541,0
10529,David Henderson,Male,36,142338,1
10530,John Myers,Female,48,121545,1
10531,Ms. Pamela Armstrong,Male,27,114738,1
10532,Alejandro Cannon,Female,59,103803,0
10533,Michelle Lewis,Male,30,25668,0
10534,Katherine Marshall,Female,27,41017,1
10535,Todd Green,Female,34,13855,0
10536,John Zuniga,Female,24,79029,0
10537,Heather Kelley,Female,53,139596,1
10538,Meagan Edwards,Male,57,78291,1
10539,John Kim,Male,35,68361,1
10540,Mario Chambers,Male,42,10866,1
10541,Ralph Ramirez,Male,39,89249,1
10542,Anna Perry,Female,39,111237,1
10543,Rachel Washington,Male,20,55842,0
10544,David Gordon,Female,49,139091,1
10545,William Davis,Female,22,41048,1
10546,Lisa Suarez,Female,28,122285,1
10547,Kyle Johnson,Male,55,32449,1
10548,Amber Morgan,Female,39,137457,1
10549,Kathy Willis,Female,24,128835,1
10550,Richard James,Male,52,98965,0
10551,Richard Kirby,Female,40,36348,0
10552,William Clark,Male,33,57599,1
10553,Michael Gutierrez,Female,36,74484,-1
10554,Paul Santiago,Female,40,112541,0
10555,Kristi Payne,Female,35,14594,1
10556,Roy Vargas,Female,23,41011,-1
10557,Kyle Jones,Female,39,28674,0
10558,Jacob Martin,Male,22,67312,0
10559,Blake Davis,Female,23,87173,0
10560,Sara Clark,Female,26,85275,1
10561,Mason Miller,Female,29,47645,1
10562,Sean Giles,Male,21,145310,0
10563,Ricky Hernandez,Female,28,81595,0
10564,Michelle Hess,Female,27,131592,0
10565,Patrick Weeks,Female,21,116170,0
10566,Jesse Bradley,Female,53,112761,1
10567,Paul Wise,Female,54,142274,1
10568,Crystal Woods,Female,24,104597,1
10569,Kristin Johnson,Male,31,79261,-1
10570,Sarah Butler,Male,20,33133,1
10571,Diane Smith,Female,26,116318,0
10572,Christopher Ferguson,Female,25,74400,0
10573,Bryce Holt,Female,46,143970,1
10574,David Silva,Male,27,128011,0
10575,Chad Love,Female,24,110925,1
10576,Sonya Hays,Female,23,85132,-1
10577,Juan Hughes,Female,29,138926,1
10578,Brian Harvey,Male,36,111426,0
10579,Billy Castillo,Male,29,71817,1
10580,Leslie Hensley,Male,50,57002,1
10581,Taylor Mccoy,Male,33,135214,0
10582,Kayla Hamilton,Male,29,115750,0
10583,Ronald Garrison,Female,49,93993,1
10584,Steven Lee,Female,48,144691,1
10585,Thomas Miller,Female,40,36056,0
10586,Robert Nichols,Female,21,146211,1
10587,Tyler Bradley,Female,37,107584,1
10588,Donald Miller,Female,25,92452,1
10589,Cynthia Martin MD,Female,42,39340,0
10590,Denise Grant,Female,55,94765,0
10591,Tammy Foster,Male,55,57199,1
10592,Patrick Case,Female,48,109158,1
10593,Laura White,Female,50,75504,-1
10594,Ross Thomas,Male,35,49814,0
10595,Rachel Hernandez,Male,20,110666,0
10596,Edward Bryant,Male,46,79638,0
10597,Laurie Hughes,Male,34,58776,1
10598,John Caldwell,Male,42,121607,0
10599,Jeremy Dunn,Male,24,44187,0
10600,Cassidy Curtis,Male,51,136618,0
10601,Mark Long,Male,25,112221,1
10602,Christopher Torres,Male,42,22622,0
10603,Dawn Wells,Female,35,87793,1
10604,Dennis Saunders,Male,49,143303,0
10605,Mr. Andre Mcdonald,Male,48,126571,1
10606,Xavier Rodgers,Female,44,146916,1
10607,Cindy Jones,Female,28,112685,0
10608,Christina Watson,Female,26,76080,0
10609,Anne Pittman,Female,56,122822,0
10610,Sarah Williams,Female,51,30480,0
10611,Philip Gross,Female,54,68693,1
10612,Luis Ortega,Male,43,51279,0
10613,Brandy Williams,Male,58,90169,0
10614,Ashley Donovan,Female,40,137166,1
10615,Steven Gonzalez,Female,40,73495,1
10616,Kayla Flores,Female,24,29457,1
10617,Kathleen Kim,Female,38,54260,0
10618,Nicholas Brooks,Male,21,8674,0
10619,Derrick Lawrence,Male,47,118830,0
10620,Dawn Love,Male,56,18062,0
10621,Monica Graham,Male,30,86208,0
10622,Sharon Jarvis,Male,51,125345,1
10623,Jason Patrick,Female,57,38859,0
10624,Justin Tyler,Male,23,142289,0
10625,Charles Goodwin,Male,45,112916,1
10626,Kimberly Liu,Female,46,44283,0
10627,Timothy Turner,Female,51,46797,0
10628,Michelle Hodge,Female,35,60834,1
10629,Melanie Moore,Male,32,130108,1
10630,Oscar Gilmore,Female,21,49481,0
10631,Sheena Waller,Male,44,132595,0
10632,Rebecca Mendez,Female,52,119526,0
10633,Gregory Hardy,Male,35,84942,1
10634,Matthew Warren,Male,28,22099,1
10635,George Simmons,Male,53,59898,0
10636,Kenneth Choi,Female,47,78677,0
10637,William Perry,Male,43,64591,0
10638,Christine Sullivan,Female,59,148921,0
10639,Charles Castillo,Male,51,128577,0
10640,George Doyle,Male,22,107301,1
10641,Greg Weber,Male,35,40339,0
10642,Brian Tyler,Female,36,11693,0
10643,Rodney Clark,Male,48,57275,1
10644,Natalie Moore,Female,23,22483,0
10645,Heather Martinez,Female,28,48597,1
10646,Stephen Daniels,Female,51,60589,0
10647,Jordan Peterson,Female,54,74132,0
10648,Craig Brown,Female,52,28872,-1
10649,Susan Gonzales,Female,32,107432,1
10650,Tracey Smith,Female,28,102248,0
10651,David Jacobs,Female,26,149985,1
